date,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,hcLabel
197,0.089083867,0.059443121,-0.012295869,0.08077879,0.066175929,0.004202122,0,0.014649123,0.117099461,0.0238788,-0.010817785,0.077127469,0.05861335,-0.012536596,0.04798993,-0.158267664,0.013762084,-0.056558363,-0.052451539,0.151906713,0.016685398
198,0.039489335,0.016685398,0.05125462,0.020122652,0.08077879,0,0.004202122,0.016158299,0.115792518,0.040634093,-0.013949347,0.046706338,0.131272016,-0.082189812,0.085725429,-0.141211147,-0.036094789,0.004996755,-0.098144788,0.105473264,0.039285714
199,0.108294233,0.039285714,0.054676658,-0.0358194,0.020122652,0.100847369,0,0.057174985,0.110566763,0.042459443,-0.055340081,0.044459979,0.08907499,-0.041240876,0.020560191,-0.099604266,-0.014802088,0.023883627,-0.078553616,0.113400983,-0.046228113
200,0.306457988,-0.046228113,0.015175439,0.047606677,-0.0358194,0.042003231,0.100847369,0.007258274,0.12555923,0.063178575,-0.031544162,-0.003762325,0.180036742,0.014443237,-0.029978909,-0.092301381,-0.03273593,0.029760283,-0.112588385,0.155455592,0.04460839
201,0.244181551,0.04460839,-0.001036896,-0.171729696,0.047606677,-0.040310078,0.042003231,0.11531416,0.010084189,0.122896322,-0.011298274,0.003800288,0.176352705,-0.005899931,-0.030098098,-0.024715518,-0.088705416,0.011626353,-0.066957606,0.011403592,0.012728915
202,0.121401842,0.012728915,0.001037972,-0.03989521,-0.171729696,0.011403592,-0.040310078,0.066136423,0.014649123,0.117099461,0.0238788,-0.006467098,0.077127469,0.05861335,-0.012536596,0.04798993,-0.158267664,0.013762084,-0.056558363,0.054901961,-0.027084009
203,0.044790257,-0.027084009,-0.056597252,0.000935527,-0.03989521,0.037771305,0.011403592,0.020238095,0.016158299,0.115792518,0.040634093,-0.064123752,0.046706338,0.131272016,-0.082189812,0.085725429,-0.141211147,-0.036094789,0.004996755,0.049605626,-0.055759293
204,0.134967133,-0.055759293,0.059443121,-0.021964327,0.000935527,-0.03639656,0.037771305,-0.073064965,0.057174985,0.110566763,0.042459443,-0.023693193,0.044459979,0.08907499,-0.041240876,0.020560191,-0.099604266,-0.014802088,0.023883627,0.034012966,-0.001677112
205,0.079540042,-0.001677112,0.016685398,-0.023094688,-0.021964327,0.086817627,-0.03639656,-0.029767522,0.007258274,0.12555923,0.063178575,-0.115444719,-0.003762325,0.180036742,0.014443237,-0.029978909,-0.092301381,-0.03273593,0.029760283,-0.021819828,-0.002298851
206,0.181722468,-0.002298851,0.039285714,-0.032444771,-0.023094688,-0.045128382,0.086817627,-0.073334976,0.11531416,0.010084189,0.122896322,-0.054569191,0.003800288,0.176352705,-0.005899931,-0.030098098,-0.024715518,-0.088705416,0.011626353,0.128347271,0.058667139
207,0.131371736,0.058667139,-0.046228113,0.006487488,-0.032444771,-0.003621548,-0.045128382,-0.031300681,0.066136423,0.014649123,0.117099461,0.050463025,-0.006467098,0.077127469,0.05861335,-0.012536596,0.04798993,-0.158267664,0.013762084,0.083340538,-0.00108823
208,0.174940065,-0.00108823,0.04460839,0.019922987,0.006487488,-0.018264425,-0.003621548,-0.00541757,0.020238095,0.016158299,0.115792518,0.127993219,-0.064123752,0.046706338,0.131272016,-0.082189812,0.085725429,-0.141211147,-0.036094789,0.119963785,0.026983994
209,0.231584258,0.026983994,0.012728915,-0.001559422,0.019922987,0.111532766,-0.018264425,0.081737135,-0.073064965,0.057174985,0.110566763,0.055528896,-0.023693193,0.044459979,0.08907499,-0.041240876,0.020560191,-0.099604266,-0.014802088,0.197092231,0.02619339
210,0.233276949,0.02619339,-0.027084009,-0.007398274,-0.001559422,0.043467399,0.111532766,0.11193634,-0.029767522,0.007258274,0.12555923,0.187338977,-0.115444719,-0.003762325,0.180036742,0.014443237,-0.029978909,-0.092301381,-0.03273593,0.219363199,0.001033715
211,0.320485197,0.001033715,-0.055759293,0.014327122,-0.007398274,-0.012848137,0.043467399,0.115650479,-0.073334976,0.11531416,0.010084189,-0.077602872,-0.054569191,0.003800288,0.176352705,-0.005899931,-0.030098098,-0.024715518,-0.088705416,0.066866517,-0.044959886
212,0.196033107,-0.044959886,-0.001677112,0.039924886,0.014327122,0.064995958,-0.012848137,0.006445672,-0.031300681,0.066136423,0.014649123,-0.18059282,0.050463025,-0.006467098,0.077127469,0.05861335,-0.012536596,0.04798993,-0.158267664,0.003192084,0
213,0.193333837,0,-0.002298851,-0.016173353,0.039924886,0,0.064995958,0.00754211,-0.00541757,0.020238095,0.016158299,-0.196004759,0.127993219,-0.064123752,0.046706338,0.131272016,-0.082189812,0.085725429,-0.141211147,0.126677445,0.002162522
214,0.16751269,0.002162522,0.058667139,-0.018992898,-0.016173353,-0.027478366,0,-0.016809466,0.081737135,-0.073064965,0.057174985,-0.184451517,0.055528896,-0.023693193,0.044459979,0.08907499,-0.041240876,0.020560191,-0.099604266,0.060953393,0.033031787
215,0.043564217,0.033031787,-0.00108823,0.006263727,-0.018992898,-0.01881049,-0.027478366,-0.010257634,0.11193634,-0.029767522,0.007258274,-0.239491631,0.187338977,-0.115444719,-0.003762325,0.180036742,0.014443237,-0.029978909,-0.092301381,0.054804919,0.0124528
216,0.048183311,0.0124528,0.026983994,-0.018189167,0.006263727,0.108662795,-0.01881049,0.001032648,0.115650479,-0.073334976,0.11531416,-0.111601796,-0.077602872,-0.054569191,0.003800288,0.176352705,-0.005899931,-0.030098098,-0.024715518,0.059553544,-0.008173306
217,0.038800583,-0.008173306,0.02619339,0.007986826,-0.018189167,0.002870058,0.108662795,0.039590784,0.006445672,-0.031300681,0.066136423,-0.068683246,-0.18059282,0.050463025,-0.006467098,0.077127469,0.05861335,-0.012536596,0.04798993,0.054331398,-0.024721978
218,0.081143853,-0.024721978,0.001033715,-0.00163372,0.007986826,-0.005795235,0.002870058,0.013890044,0.00754211,-0.00541757,0.020238095,-0.051016434,-0.196004759,0.127993219,-0.064123752,0.046706338,0.131272016,-0.082189812,0.085725429,-0.069168401,0.054306809
219,0.18140209,0.054306809,-0.044959886,0.003681885,-0.00163372,-0.023100173,-0.005795235,0.066644535,-0.016809466,0.081737135,-0.073064965,-0.031217648,-0.184451517,0.055528896,-0.023693193,0.044459979,0.08907499,-0.041240876,0.020560191,-0.028761537,-0.023498288
220,0.033321953,-0.023498288,0,-0.01883101,0.003681885,-0.023646409,-0.023100173,0.008275086,-0.010257634,0.11193634,-0.029767522,-0.015651749,-0.239491631,0.187338977,-0.115444719,-0.003762325,0.180036742,0.014443237,-0.029978909,-0.040443293,0.007729084
221,-0.085128267,0.007729084,0.002162522,-0.015453639,-0.01883101,-0.021201147,-0.023646409,0.003570862,0.001032648,0.115650479,-0.073334976,0.031931923,-0.111601796,-0.077602872,-0.054569191,0.003800288,0.176352705,-0.005899931,-0.030098098,-0.017753223,0.008065154
222,-0.059101361,0.008065154,0.033031787,0.011392405,-0.015453639,0.04640407,-0.021201147,0.0200016,0.039590784,0.006445672,-0.031300681,0.066214633,-0.068683246,-0.18059282,0.050463025,-0.006467098,0.077127469,0.05861335,-0.012536596,-0.07273276,0.077182524
223,-0.030931143,0.077182524,0.0124528,-0.031122236,0.011392405,-0.017753223,0.04640407,0.126579163,0.013890044,0.00754211,-0.00541757,0.028479974,-0.051016434,-0.196004759,0.127993219,-0.064123752,0.046706338,0.131272016,-0.082189812,-0.024820782,-0.017330518
224,-0.033285844,-0.017330518,-0.008173306,0.00275577,-0.031122236,0,-0.017753223,0.050031124,0.066644535,-0.016809466,0.081737135,0.010521989,-0.031217648,-0.184451517,0.055528896,-0.023693193,0.044459979,0.08907499,-0.041240876,-0.0946593,-0.022378659
225,-0.061441612,-0.022378659,-0.024721978,-0.010992786,0.00275577,-0.078296085,0,0.05123506,0.008275086,-0.010257634,0.11193634,0.024430642,-0.015651749,-0.239491631,0.187338977,-0.115444719,-0.003762325,0.180036742,0.014443237,-0.060221989,-0.005381642
226,-0.078154544,-0.005381642,0.054306809,0.016151441,-0.010992786,0.029373474,-0.078296085,0.037558314,0.003570862,0.001032648,0.115650479,-0.008409536,0.031931923,-0.111601796,-0.077602872,-0.054569191,0.003800288,0.176352705,-0.005899931,-0.033148343,0.043133669
227,-0.180506058,0.043133669,-0.023498288,-0.021962058,0.016151441,-0.028535294,0.029373474,0.073652836,0.0200016,0.039590784,0.006445672,-0.038863155,0.066214633,-0.068683246,-0.18059282,0.050463025,-0.006467098,0.077127469,0.05861335,-0.006509357,-0.011762127
228,-0.223992674,-0.011762127,0.007729084,0.042638707,-0.021962058,0.019609439,-0.028535294,-0.015000364,0.126579163,0.013890044,0.00754211,-0.024658846,0.028479974,-0.051016434,-0.196004759,0.127993219,-0.064123752,0.046706338,0.131272016,-0.069796854,0.064094034
229,-0.230630739,0.064094034,0.008065154,0.018855275,0.042638707,0.028808555,0.019609439,0.066617266,0.050031124,0.066644535,-0.016809466,-0.002115025,0.010521989,-0.031217648,-0.184451517,0.055528896,-0.023693193,0.044459979,0.08907499,-0.013100081,0.060719744
230,-0.2143735,0.060719744,0.077182524,-0.027471624,0.018855275,-0.052901024,0.028808555,0.157280376,0.05123506,0.008275086,-0.010257634,-0.027000808,0.024430642,-0.015651749,-0.239491631,0.187338977,-0.115444719,-0.003762325,0.180036742,-0.035272524,-0.041197275
231,-0.172319202,-0.041197275,-0.017330518,-0.030953992,-0.027471624,-0.036199836,-0.052901024,0.115607377,0.037558314,0.003570862,0.001032648,-0.024289831,-0.008409536,0.031931923,-0.111601796,-0.077602872,-0.054569191,0.003800288,0.176352705,-0.062286689,-0.010588155
232,-0.186801233,-0.010588155,-0.022378659,0,-0.030953992,0.030676411,-0.036199836,0.058153127,0.073652836,0.0200016,0.039590784,-0.020993302,-0.038863155,0.066214633,-0.068683246,-0.18059282,0.050463025,-0.006467098,0.077127469,0.026289926,0
233,-0.169513716,0,-0.005381642,0.040321173,0,-0.003297881,0.030676411,0.070747394,-0.015000364,0.126579163,0.013890044,-0.049909998,-0.024658846,0.028479974,-0.051016434,-0.196004759,0.127993219,-0.064123752,0.046706338,0.058038749,-0.03369235
234,-0.118436886,-0.03369235,0.043133669,-0.016107383,0.040321173,0,-0.003297881,-0.02765041,0.066617266,0.050031124,0.066644535,-0.050786663,-0.002115025,0.010521989,-0.031217648,-0.184451517,0.055528896,-0.023693193,0.044459979,-0.033061258,-0.013289511
235,-0.110966905,-0.013289511,-0.011762127,0.016371078,-0.016107383,0.036562164,0,-0.095493843,0.157280376,0.05123506,0.008275086,-0.043203722,-0.027000808,0.024430642,-0.015651749,-0.239491631,0.187338977,-0.115444719,-0.003762325,-0.003308793,-0.022809558
236,-0.128687415,-0.022809558,0.064094034,-0.044714765,0.016371078,-0.006384167,0.036562164,-0.078147414,0.115607377,0.037558314,0.003570862,-0.012489451,-0.024289831,-0.008409536,0.031931923,-0.111601796,-0.077602872,-0.054569191,0.003800288,0.023244272,-0.029047795
237,-0.11120948,-0.029047795,0.060719744,-0.024852902,-0.044714765,-0.058067625,-0.006384167,-0.095346589,0.058153127,0.073652836,0.0200016,-0.04505632,-0.020993302,-0.038863155,0.066214633,-0.068683246,-0.18059282,0.050463025,-0.006467098,0.044848775,0.011295123
238,-0.121074435,0.011295123,-0.041197275,0.005223343,-0.024852902,0.027370396,-0.058067625,-0.085128418,0.070747394,-0.015000364,0.126579163,0.027643817,-0.049909998,-0.024658846,0.028479974,-0.051016434,-0.196004759,0.127993219,-0.064123752,0.109629749,0.018866501
239,-0.142387218,0.018866501,-0.010588155,-0.021859882,0.005223343,0.026641215,0.027370396,-0.035367248,-0.02765041,0.066617266,0.050031124,0.044142906,-0.050786663,-0.002115025,0.010521989,-0.031217648,-0.184451517,0.055528896,-0.023693193,0.16430764,0.029034886
240,-0.15186931,0.029034886,0,-0.041765891,-0.021859882,0.058447858,0.026641215,0.006010138,-0.095493843,0.157280376,0.05123506,0.026745398,-0.043203722,-0.027000808,0.024430642,-0.015651749,-0.239491631,0.187338977,-0.115444719,0.109967632,-0.043907004
241,-0.136721073,-0.043907004,-0.03369235,0.045402409,-0.041765891,0.055220347,0.058447858,-0.015709522,-0.078147414,0.115607377,0.037558314,-0.020851137,-0.012489451,-0.024289831,-0.008409536,0.031931923,-0.111601796,-0.077602872,-0.054569191,0.051980598,0.01596025
242,-0.141987964,0.01596025,-0.013289511,-0.078723599,0.045402409,-0.011653156,0.055220347,0.029916813,-0.095346589,0.058153127,0.073652836,0.001135867,-0.04505632,-0.020993302,-0.038863155,0.066214633,-0.068683246,-0.18059282,0.050463025,-0.085847399,0.017117451
243,-0.080250991,0.017117451,-0.022809558,0.003175863,-0.078723599,-0.020578543,-0.011653156,0.035846351,-0.085128418,0.070747394,-0.015000364,-0.001089416,0.027643817,-0.049909998,-0.024658846,0.028479974,-0.051016434,-0.196004759,0.127993219,-0.090112913,0.006119773
244,-0.042977286,0.006119773,-0.029047795,0.045805303,0.003175863,-0.026992672,-0.020578543,0.022887194,-0.035367248,-0.02765041,0.066617266,-0.035367659,0.044142906,-0.050786663,-0.002115025,0.010521989,-0.031217648,-0.184451517,0.055528896,-0.038227755,0.026937002
245,-0.041733655,0.026937002,0.011295123,-0.055340081,0.045805303,-0.080227465,-0.026992672,0.020801843,0.006010138,-0.095493843,0.157280376,0.00811908,0.026745398,-0.043203722,-0.027000808,0.024430642,-0.015651749,-0.239491631,0.187338977,-0.054060117,0.016358765
246,0.034006305,0.016358765,0.018866501,-0.025035049,-0.055340081,0.0502966,-0.080227465,0.085146428,-0.015709522,-0.078147414,0.115607377,-0.006196544,-0.020851137,-0.012489451,-0.024289831,-0.008409536,0.031931923,-0.111601796,-0.077602872,-0.030892185,-0.023657555
247,0.043484206,-0.023657555,0.029034886,0.023726376,-0.025035049,0.04470607,0.0502966,0.042830678,0.029916813,-0.095346589,0.058153127,-0.030895444,0.001135867,-0.04505632,-0.020993302,-0.038863155,0.066214633,-0.068683246,-0.18059282,0.104018715,0.063952249
248,0.087120388,0.063952249,-0.043907004,0,0.023726376,-0.036701439,0.04470607,0.090849483,0.035846351,-0.085128418,0.070747394,-0.063590604,-0.001089416,0.027643817,-0.049909998,-0.024658846,0.028479974,-0.051016434,-0.196004759,0.006363853,0.012021639
249,0.190071592,0.012021639,0.01596025,0.001906291,0,-0.003161805,-0.036701439,0.097248371,0.022887194,-0.035367248,-0.02765041,-0.069065484,-0.035367659,0.044142906,-0.050786663,-0.002115025,0.010521989,-0.031217648,-0.184451517,-0.015228813,0.004619547
250,0.165444618,0.004619547,0.017117451,-0.031544162,0.001906291,0.047815399,-0.003161805,0.073402905,0.020801843,0.006010138,-0.095493843,-0.122315436,0.00811908,0.026745398,-0.043203722,-0.027000808,0.024430642,-0.015651749,-0.239491631,0.098411193,-0.033304868
251,0.144070322,-0.033304868,0.006119773,-0.004653087,-0.031544162,-0.042606327,0.047815399,0.020951852,0.085146428,-0.015709522,-0.078147414,-0.039518749,-0.006196544,-0.020851137,-0.012489451,-0.024289831,-0.008409536,0.031931923,-0.111601796,0.171992705,-0.012707257
252,0.153962037,-0.012707257,0.026937002,0.060149595,-0.004653087,0.022290728,-0.042606327,0.032402473,0.042830678,0.029916813,-0.095346589,-0.092579251,-0.030895444,0.001135867,-0.04505632,-0.020993302,-0.038863155,0.066214633,-0.068683246,0.059179658,-0.042397963
253,0.107461356,-0.042397963,0.016358765,0.016364527,0.060149595,0.074460682,0.022290728,-0.070794096,0.090849483,0.035846351,-0.085128418,-0.094427522,-0.063590604,-0.001089416,0.027643817,-0.049909998,-0.024658846,0.028479974,-0.051016434,0.161726346,-0.019406311
254,0.062758051,-0.019406311,-0.023657555,0.00366371,0.016364527,0.063615429,0.074460682,-0.099650234,0.097248371,0.022887194,-0.035367248,-0.031782378,-0.069065484,-0.035367659,0.044142906,-0.050786663,-0.002115025,0.010521989,-0.031217648,0.101600557,-0.008502529
255,0.047991953,-0.008502529,0.063952249,-0.012295869,0.00366371,-0.053044655,0.063615429,-0.111410366,0.073402905,0.020801843,0.006010138,-0.045497993,-0.122315436,0.00811908,0.026745398,-0.043203722,-0.027000808,0.024430642,-0.015651749,0.041882556,0.004731278
256,-0.008394161,0.004731278,0.012021639,0.05125462,-0.012295869,0.050085739,-0.053044655,-0.076447404,0.020951852,0.085146428,-0.015709522,-0.109810734,-0.039518749,-0.006196544,-0.020851137,-0.012489451,-0.024289831,-0.008409536,0.031931923,-0.040460081,0.026046649
257,0.124708806,0.026046649,0.004619547,0.054676658,0.05125462,-0.030618494,0.050085739,-0.040195471,0.032402473,0.042830678,0.029916813,-0.010817785,-0.092579251,-0.030895444,0.001135867,-0.04505632,-0.020993302,-0.038863155,0.066214633,-0.008716776,-0.042452492
258,0.199448318,-0.042452492,-0.033304868,0.015175439,0.054676658,0.01621394,-0.030618494,-0.040250126,-0.070794096,0.090849483,0.035846351,-0.013949347,-0.094427522,-0.063590604,-0.001089416,0.027643817,-0.049909998,-0.024658846,0.028479974,-0.115057495,0.081854265
259,0.214003345,0.081854265,-0.012707257,-0.001036896,0.015175439,-0.020444813,0.01621394,0.058858022,-0.099650234,0.097248371,0.022887194,-0.055340081,-0.031782378,-0.069065484,-0.035367659,0.044142906,-0.050786663,-0.002115025,0.010521989,-0.12044641,-0.01377544
260,0.205244618,-0.01377544,-0.042397963,0.001037972,-0.001036896,-0.02171767,-0.020444813,0.05322688,-0.111410366,0.073402905,0.020801843,-0.031544162,-0.045497993,-0.122315436,0.00811908,0.026745398,-0.043203722,-0.027000808,0.024430642,-0.073698025,-0.015792798
261,0.228016749,-0.015792798,-0.019406311,-0.056597252,0.001037972,-0.062563068,-0.02171767,0.031712162,-0.076447404,0.020951852,0.085146428,-0.011298274,-0.109810734,-0.039518749,-0.006196544,-0.020851137,-0.012489451,-0.024289831,-0.008409536,-0.067056833,0.054985024
262,0.022657685,0.054985024,-0.008502529,0.059443121,-0.056597252,-0.036521605,-0.062563068,0.060810326,-0.040195471,0.032402473,0.042830678,0.0238788,-0.010817785,-0.092579251,-0.030895444,0.001135867,-0.04505632,-0.020993302,-0.038863155,-0.048652155,0.008247144
263,-0.011330353,0.008247144,0.004731278,0.016685398,0.059443121,0.07022584,-0.036521605,0.116977458,-0.040250126,-0.070794096,0.090849483,0.040634093,-0.013949347,-0.094427522,-0.063590604,-0.001089416,0.027643817,-0.049909998,-0.024658846,0.088958942,0.001743212
264,-0.077989228,0.001743212,0.026046649,0.039285714,0.016685398,-0.013421818,0.07022584,0.034265541,0.058858022,-0.099650234,0.097248371,0.042459443,-0.055340081,-0.031782378,-0.069065484,-0.035367659,0.044142906,-0.050786663,-0.002115025,0.11794749,0.000870089
265,-0.13112372,0.000870089,-0.042452492,-0.046228113,0.039285714,-0.002418562,-0.013421818,0.049624482,0.05322688,-0.111410366,0.073402905,0.063178575,-0.031544162,-0.045497993,-0.122315436,0.00811908,0.026745398,-0.043203722,-0.027000808,0.074267392,-0.008626454
266,-0.142467669,-0.008626454,0.081854265,0.04460839,-0.046228113,0.073035836,-0.002418562,0.057267152,0.031712162,-0.076447404,0.020951852,0.122896322,-0.011298274,-0.109810734,-0.039518749,-0.006196544,-0.020851137,-0.012489451,-0.024289831,0.041342302,0.044249578
267,-0.230085625,0.044249578,-0.01377544,0.012728915,0.04460839,-0.010873403,0.073035836,0.046508484,0.060810326,-0.040195471,0.032402473,0.117099461,0.0238788,-0.010817785,-0.092579251,-0.030895444,0.001135867,-0.04505632,-0.020993302,-0.006818698,0.026096505
268,-0.217271655,0.026096505,-0.015792798,-0.027084009,0.012728915,0.028410308,-0.010873403,0.065035199,0.116977458,-0.040250126,-0.070794096,0.115792518,0.040634093,-0.013949347,-0.094427522,-0.063590604,-0.001089416,0.027643817,-0.049909998,0.034032338,-0.012527542
269,-0.187679179,-0.012527542,0.054985024,-0.055759293,-0.027084009,-0.043659332,0.028410308,0.049862794,0.034265541,0.058858022,-0.099650234,0.110566763,0.042459443,-0.055340081,-0.031782378,-0.069065484,-0.035367659,0.044142906,-0.050786663,0.179812977,0.038505674
270,-0.195808819,0.038505674,0.008247144,-0.001677112,-0.055759293,-0.048555668,-0.043659332,0.089340645,0.049624482,0.05322688,-0.111410366,0.12555923,0.063178575,-0.031544162,-0.045497993,-0.122315436,0.00811908,0.026745398,-0.043203722,0.116887624,0.003928791
271,-0.191821163,0.003928791,0.001743212,-0.002298851,-0.001677112,0.117171409,-0.048555668,0.103136594,0.057267152,0.031712162,-0.076447404,0.010084189,0.122896322,-0.011298274,-0.109810734,-0.039518749,-0.006196544,-0.020851137,-0.012489451,0.131005952,-0.030634707
272,-0.202500326,-0.030634707,0.000870089,0.058667139,-0.002298851,0.128576306,0.117171409,0.024029455,0.046508484,0.060810326,-0.040195471,0.014649123,0.117099461,0.0238788,-0.010817785,-0.092579251,-0.030895444,0.001135867,-0.04505632,0.177969334,-0.015012931
273,-0.168603133,-0.015012931,-0.008626454,-0.00108823,0.058667139,-0.026439981,0.128576306,-0.016997167,0.065035199,0.116977458,-0.040250126,0.016158299,0.115792518,0.040634093,-0.013949347,-0.094427522,-0.063590604,-0.001089416,0.027643817,0.084670536,-0.011079091
274,-0.15910616,-0.011079091,0.044249578,0.026983994,-0.00108823,-0.031570443,-0.026439981,-0.015555272,0.049862794,0.034265541,0.058858022,0.057174985,0.110566763,0.042459443,-0.055340081,-0.031782378,-0.069065484,-0.035367659,0.044142906,-0.040053243,0.039502655
275,-0.131666313,0.039502655,0.026096505,0.02619339,0.026983994,-0.009048322,-0.031570443,-0.01461019,0.089340645,0.049624482,0.05322688,0.007258274,0.12555923,0.063178575,-0.031544162,-0.045497993,-0.122315436,0.00811908,0.026745398,0.046299173,-0.010777473
276,-0.151984644,-0.010777473,-0.012527542,0.001033715,0.02619339,0.028687994,-0.009048322,-0.029044882,0.103136594,0.057267152,0.031712162,0.11531416,0.010084189,0.122896322,-0.011298274,-0.109810734,-0.039518749,-0.006196544,-0.020851137,0.051145479,0.012154418
277,-0.105999264,0.012154418,0.038505674,-0.044959886,0.001033715,-0.001196097,0.028687994,0.01381442,0.024029455,0.046508484,0.060810326,0.066136423,0.014649123,0.117099461,0.0238788,-0.010817785,-0.092579251,-0.030895444,0.001135867,0.079070069,-0.016426083
278,-0.154791494,-0.016426083,0.003928791,0,-0.044959886,0.061137023,-0.001196097,0.01235991,-0.016997167,0.065035199,0.116977458,0.020238095,0.016158299,0.115792518,0.040634093,-0.013949347,-0.094427522,-0.063590604,-0.001089416,0.07566887,-0.028466599
279,-0.219241089,-0.028466599,-0.030634707,0.002162522,0,-0.027084818,0.061137023,-0.00543971,-0.015555272,0.049862794,0.034265541,-0.073064965,0.057174985,0.110566763,0.042459443,-0.055340081,-0.031782378,-0.069065484,-0.035367659,0.010966847,-0.053522594
280,-0.231824159,-0.053522594,-0.015012931,0.033031787,0.002162522,0.017277167,-0.027084818,-0.09444306,-0.01461019,0.089340645,0.049624482,-0.029767522,0.007258274,0.12555923,0.063178575,-0.031544162,-0.045497993,-0.122315436,0.00811908,-0.017165598,0.022564667
281,-0.218289277,0.022564667,-0.011079091,0.0124528,0.033031787,0.025445598,0.017277167,-0.063920902,-0.029044882,0.103136594,0.057267152,-0.073334976,0.11531416,0.010084189,0.122896322,-0.011298274,-0.109810734,-0.039518749,-0.006196544,-0.020757021,-0.07050592
282,-0.265344079,-0.07050592,0.039502655,-0.008173306,0.0124528,-0.061274653,0.025445598,-0.140368342,0.01381442,0.024029455,0.046508484,-0.031300681,0.066136423,0.014649123,0.117099461,0.0238788,-0.010817785,-0.092579251,-0.030895444,-0.052451539,0.05768674
283,-0.102919162,0.05768674,-0.010777473,-0.024721978,-0.008173306,0.031608479,-0.061274653,-0.075594636,0.01235991,-0.016997167,0.065035199,-0.00541757,0.020238095,0.016158299,0.115792518,0.040634093,-0.013949347,-0.094427522,-0.063590604,-0.098144788,0.047081366
284,-0.094722071,0.047081366,0.012154418,0.054306809,-0.024721978,-0.030639995,0.031608479,-0.003711421,-0.00543971,-0.015555272,0.049862794,0.081737135,-0.073064965,0.057174985,0.110566763,0.042459443,-0.055340081,-0.031782378,-0.069065484,-0.078553616,-0.005881968
285,-0.093075785,-0.005881968,-0.016426083,-0.023498288,0.054306809,-0.015648379,-0.030639995,0.046436434,-0.09444306,-0.01461019,0.089340645,0.11193634,-0.029767522,0.007258274,0.12555923,0.063178575,-0.031544162,-0.045497993,-0.122315436,-0.112588385,-0.072250345
286,-0.082901967,-0.072250345,-0.028466599,0.007729084,-0.023498288,-0.024004053,-0.015648379,-0.050592034,-0.063920902,-0.029044882,0.103136594,0.115650479,-0.073334976,0.11531416,0.010084189,0.122896322,-0.011298274,-0.109810734,-0.039518749,-0.066957606,-0.0118339
287,-0.046058531,-0.0118339,-0.053522594,0.008065154,0.007729084,-0.040882544,-0.024004053,0.009337001,-0.140368342,0.01381442,0.024029455,0.006445672,-0.031300681,0.066136423,0.014649123,0.117099461,0.0238788,-0.010817785,-0.092579251,-0.056558363,0.080602366
288,-0.035723313,0.080602366,0.022564667,0.077182524,0.008065154,-0.006495264,-0.040882544,0.031205091,-0.075594636,0.01235991,-0.016997167,0.00754211,-0.00541757,0.020238095,0.016158299,0.115792518,0.040634093,-0.013949347,-0.094427522,0.004996755,0.035835158
289,-0.00108823,0.035835158,-0.07050592,-0.017330518,0.077182524,0.019204576,-0.006495264,0.020129403,-0.003711421,-0.00543971,-0.015555272,-0.016809466,0.081737135,-0.073064965,0.057174985,0.110566763,0.042459443,-0.055340081,-0.031782378,0.023883627,-0.031264014
290,-0.002133946,-0.031264014,0.05768674,-0.022378659,-0.017330518,-0.004677268,0.019204576,-0.005916771,0.046436434,-0.09444306,-0.01461019,-0.010257634,0.11193634,-0.029767522,0.007258274,0.12555923,0.063178575,-0.031544162,-0.045497993,0.029760283,0.022948218
291,-0.028031237,0.022948218,0.047081366,-0.005381642,-0.022378659,0.039675081,-0.004677268,0.096088435,-0.050592034,-0.063920902,-0.029044882,0.001032648,0.115650479,-0.073334976,0.11531416,0.010084189,0.122896322,-0.011298274,-0.109810734,0.011626353,0.01286527
292,-0.051097308,0.01286527,-0.005881968,0.043133669,-0.005381642,-0.022857881,0.039675081,0.12348512,0.009337001,-0.140368342,0.01381442,0.039590784,0.006445672,-0.031300681,0.066136423,0.014649123,0.117099461,0.0238788,-0.010817785,0.013762084,0.011489117
293,-0.064500327,0.011489117,-0.072250345,-0.011762127,0.043133669,-0.000792969,-0.022857881,0.051629172,0.031205091,-0.075594636,0.01235991,0.013890044,0.00754211,-0.00541757,0.020238095,0.016158299,0.115792518,0.040634093,-0.013949347,-0.036094789,0.016217581
294,-0.064143833,0.016217581,-0.0118339,0.064094034,-0.011762127,0.001256531,-0.000792969,0.031712474,0.020129403,-0.003711421,-0.00543971,0.066644535,-0.016809466,0.081737135,-0.073064965,0.057174985,0.110566763,0.042459443,-0.055340081,-0.014802088,-0.013599106
295,-0.064081079,-0.013599106,0.080602366,0.060719744,0.064094034,-0.002575958,0.001256531,0.050525759,-0.005916771,0.046436434,-0.09444306,0.008275086,-0.010257634,0.11193634,-0.029767522,0.007258274,0.12555923,0.063178575,-0.031544162,-0.03273593,-0.009254013
296,-0.030342471,-0.009254013,0.035835158,-0.041197275,0.060719744,-0.011456195,-0.002575958,0.017455392,0.096088435,-0.050592034,-0.063920902,0.003570862,0.001032648,0.115650479,-0.073334976,0.11531416,0.010084189,0.122896322,-0.011298274,-0.088705416,-0.002478079
297,-0.079466451,-0.002478079,-0.031264014,-0.010588155,-0.041197275,-0.001272776,-0.011456195,0.00204251,0.12348512,0.009337001,-0.140368342,0.0200016,0.039590784,0.006445672,-0.031300681,0.066136423,0.014649123,0.117099461,0.0238788,-0.158267664,0.02127524
